movie_title,language,genres,num_user_for_reviews,num_critic_for_reviews,cast_total_facebook_likes,color,country,facenumber_in_poster,content_rating,budget,title_year,duration,num_voted_users,imdb_score,aspect_ratio,actor_2_facebook_likes,movie_facebook_likes,actor_3_facebook_likes,director_facebook_likes,actor_1_facebook_likes
Lucky You,English,Drama|Romance|Sport,63,101,35170,Color,USA,1,PG-13,55000000,2007,124,18709,5.9,2.35,4400,711,4300,277,21000
Eye See You,English,Crime|Horror|Mystery|Thriller,144,67,22608,Color,USA,1,R,55000000,2002,96,20475,5.3,2.35,1900,491,1900,13,13000
Lolita,English,Drama|Romance,216,74,5828,Color,USA,0,R,62000000,1997,137,40111,6.9,1.85,948,3300,637,237,3400
Superman II,English,Action|Adventure|Sci-Fi,276,121,9214,Color,UK,4,PG,54000000,1980,127,81004,6.8,2.35,1900,2300,1300,60,2700
"You, Me and Dupree",English,Comedy|Romance,195,136,17774,Color,USA,1,PG-13,54000000,2006,110,70596,5.6,1.85,3500,1200,2700,98,5100
Blade II,English,Action|Horror|Sci-Fi|Thriller,564,226,31368,Color,USA,1,R,54000000,2002,117,167769,6.7,1.85,5800,2600,3500,7300,12000
Seven Pounds,English,Drama|Romance,612,201,25369,Color,USA,1,PG-13,55000000,2008,123,245342,7.7,2.35,5100,28000,3200,128,10000
The Godfather: Part III,English,Crime|Drama,553,109,29352,Color,USA,1,R,54000000,1990,162,288235,7.6,1.85,5500,5900,2300,3700,15000
Elizabethtown,English,Comedy|Drama|Romance,496,190,22403,Color,USA,2,PG-13,57000000,2005,123,60401,6.4,1.85,4300,3400,4100,499,5000
Gigli,English,Comedy|Crime|Romance,423,130,19705,Color,USA,0,R,54000000,2003,121,42565,2.4,2.35,6700,2100,3600,105,6800
Shaft,English,Action|Crime|Thriller,305,162,39413,Color,Germany,1,R,46000000,2000,99,60567,5.9,2.35,7500,1400,3300,320,23000
Law Abiding Citizen,English,Crime|Drama|Thriller,436,214,32401,Color,USA,0,R,50000000,2009,109,228506,7.4,2.35,4100,21000,2900,497,18000
The Dukes of Hazzard,English,Action|Comedy,64,13,5701,Color,USA,4,PG,,,60,7299,7.1,1.33,1600,1600,484,,2300
Anastasia,English,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,194,80,27615,Color,USA,1,G,50000000,1997,94,92269,7.1,2.35,5600,5400,4100,395,8700
Moulin Rouge!,English,Drama|Musical|Romance,2330,214,18141, Black and White,Australia,0,PG-13,50000000,2001,127,233584,7.6,2.35,5600,10000,2200,1000,6400
Domestic Disturbance,English,Crime|Mystery|Thriller,193,98,20611,Color,USA,1,PG-13,75000000,2001,89,21917,5.5,2.35,4600,391,2600,17,12000
Flags of our Fathers,English,Drama|History|War,418,278,41236,Color,USA,0,R,90000000,2006,135,104915,7.1,2.35,3200,2800,2600,17000,23000
Grindhouse,English,Action|Horror|Thriller,533,254,35722,Color,USA,0,R,53000000,2007,191,160439,7.6,2.35,6500,3600,3600,2600,16000
Beloved,English,Drama|History|Horror,208,79,6765,Color,USA,1,R,80000000,1998,172,6281,5.9,1.85,1700,884,921,1200,2500
Zero Dark Thirty,English,Drama|History|Thriller,654,564,13184,Color,USA,0,R,40000000,2012,157,226850,7.4,1.85,3500,40000,1500,1500,5400
Black Mass,English,Biography|Crime|Drama,309,406,82251,Color,USA,7,R,53000000,2015,123,135909,6.9,2.35,19000,45000,7200,111,40000
Catch Me If You Can,English,Biography|Crime|Drama,681,198,67598,Color,USA,0,PG-13,52000000,2002,141,587976,8.1,1.85,15000,15000,9800,14000,29000
Mamma Mia!,English,Comedy|Family|Musical|Romance,619,236,45815,Color,USA,1,PG-13,52000000,2008,108,153633,6.4,2.35,13000,11000,9900,58,14000
The Break-Up,English,Comedy|Drama|Romance,490,185,29764,Color,USA,2,PG-13,52000000,2006,106,106501,5.8,1.85,4900,2300,4100,238,6600
Casino,English,Crime|Drama,545,134,32469,Color,France,2,R,52000000,1995,178,358393,8.2,2.35,2800,12000,2300,17000,22000
The Change-Up,English,Comedy|Fantasy,149,215,35396,Color,USA,2,R,52000000,2011,112,141980,6.3,2.35,10000,13000,3700,71,16000
The Thin Red Line,English,Drama|War,1458,161,54504,Color,USA,0,R,52000000,1998,170,145740,7.6,2.35,6700,7100,5600,2000,9500
Valentine's Day,English,Comedy|Romance,213,185,70098,Color,USA,12,PG-13,52000000,2010,125,99353,5.7,1.85,12000,9100,11000,3000,14000
Man on the Moon,English,Biography|Comedy|Drama,553,141,11715,Color,UK,1,R,82000000,1999,118,104243,7.4,2.35,2600,4600,134,907,8900
From Paris with Love,English,Action|Crime|Thriller,214,205,14792,Color,France,1,R,52000000,2010,92,101000,6.5,2.35,4600,9000,213,183,9700
Bulletproof Monk,English,Action|Comedy|Fantasy|Romance,180,128,7021,Color,USA,3,PG-13,52000000,2003,104,43386,5.5,2.35,1500,868,969,13,3000
"Me, Myself & Irene",English,Comedy,483,155,17952,Color,USA,1,R,51000000,2000,116,193482,6.5,1.85,2500,3600,2200,104,8900
Barnyard,English,Animation|Comedy|Family,156,99,18298,Color,Germany,1,PG,51000000,2006,90,22285,5.6,1.85,2500,637,2200,179,6200
Deck the Halls,English,Comedy|Family,113,70,9416,Color,USA,0,PG,,2006,93,17179,4.9,1.85,2000,1200,1200,13,2600
The Adjustment Bureau,English,Romance|Sci-Fi|Thriller,413,413,21393,Color,USA,2,PG-13,50200000,2011,106,208769,7.1,1.85,5700,37000,1000,53,14000
The Twilight Saga: New Moon,English,Adventure|Drama|Fantasy|Romance,922,297,89090,Color,USA,2,PG-13,50000000,2009,130,229267,4.6,2.35,17000,13000,12000,130,21000
Ted,English,Comedy|Fantasy,625,456,40777,Color,USA,1,R,50000000,2012,106,495048,7,1.85,8900,74000,3600,3000,15000
22 Jump Street,English,Action|Comedy|Crime,324,338,30011,Color,USA,2,R,50000000,2014,112,280523,7.1,2.35,3900,24000,2600,104,17000
Shrek,English,Adventure|Animation|Comedy|Family|Fantasy,951,214,18097,Color,USA,1,PG,60000000,2001,90,495753,7.9,1.85,3600,4100,3300,83,4900
Robin Hood: Prince of Thieves,English,Action|Adventure|Drama|Romance,328,67,44954,Color,USA,0,PG-13,48000000,1991,143,151741,6.9,1.85,11000,5800,4300,65,25000
Jerry Maguire,English,Comedy|Drama|Romance|Sport,326,108,22829,Color,USA,0,R,50000000,1996,139,199776,7.3,1.85,2500,6500,2300,499,11000
Daddy's Home,English,Comedy|Family,148,155,22716,Color,USA,2,PG-13,50000000,2015,96,68460,6.1,1.85,8000,14000,2000,52,8900
As Good as It Gets,English,Comedy|Drama|Romance,482,156,16710,Color,USA,0,PG-13,50000000,1997,139,234380,7.7,1.85,2200,12000,1600,305,8500
Patch Adams,English,Biography|Comedy|Drama|Romance,378,57,74570,Color,USA,0,PG-13,90000000,1998,115,85068,6.7,2.35,22000,8500,878,304,49000
Into the Woods,English,Adventure|Comedy|Drama|Fantasy|Musical,804,330,74062,Color,USA,1,PG,50000000,2014,125,109896,6,2.39,13000,91000,10000,280,40000
Central Intelligence,English,Action|Comedy|Crime,165,226,28170,Color,USA,2,PG-13,50000000,2016,107,97649,6.3,2.35,6000,15000,3700,47,13000
Anchorman 2: The Legend Continues,English,Comedy,350,274,46950,Color,USA,2,PG-13,50000000,2013,119,139258,6.3,2.35,8000,41000,7000,295,11000
Erin Brockovich,English,Biography|Drama,501,167,10165,Color,USA,1,R,52000000,2000,131,142673,7.3,1.85,912,6200,673,1500,8100
Mr. Deeds,English,Comedy|Romance,310,118,33750,Color,USA,1,PG-13,50000000,2002,96,115893,5.8,1.85,11000,1300,3600,81,12000
Super 8,English,Mystery|Sci-Fi|Thriller,857,546,12040,Color,USA,0,PG-13,50000000,2011,112,299097,7.1,2.35,3500,37000,1200,14000,3900
How to Lose a Guy in 10 Days,English,Comedy|Romance,362,137,19293,Color,USA,2,PG-13,50000000,2003,116,167796,6.4,1.85,2700,5800,1300,85,12000
Interview with the Vampire: The Vampire Chronicles,English,Drama|Fantasy|Horror,414,121,32317,Color,USA,0,R,60000000,1994,123,250877,7.6,1.85,11000,12000,4100,282,12000
Yes Man,English,Comedy|Romance,247,189,39811,Color,USA,1,PG-13,70000000,2008,104,284196,6.8,2.35,11000,10000,8900,238,14000
Stepmom,English,Comedy|Drama,252,64,19529,Color,USA,2,PG-13,50000000,1998,124,49308,6.7,2.35,3900,3800,2900,4900,8100
Non-Stop,English,Action|Mystery|Thriller,388,362,34124,Color,UK,0,PG-13,50000000,2014,106,212358,7,2.35,9400,25000,2400,223,14000
Disney 'Planes',,Family,,,0,,,,,,,,,,,,0,,183,
Fifty Shades Darker,English,Drama|Romance,209,209,16257,Color,USA,1,R,55000000,2017,118,46266,4.6,2.35,2600,18000,1500,177,6200
Superman,English,Action|Adventure|Drama|Sci-Fi,506,170,19035,Color,USA,0,PG,55000000,1978,143,133242,7.3,2.35,2700,7500,1900,521,10000
Casper,English,Comedy|Family|Fantasy,95,27,7319,Color,USA,0,PG,50000000,1995,100,91996,6,1.85,1400,3600,872,52,3100
George of the Jungle,English,Action|Adventure|Comedy|Family|Romance,106,55,10408,Color,USA,1,PG,55000000,1997,92,59072,5.4,1.85,2200,5100,2200,38,3200
Captain Phillips,English,Biography|Drama|Thriller,543,499,19980,Color,USA,0,PG-13,55000000,2013,134,346483,7.8,2.35,1200,66000,1200,535,15000
American Wedding,English,Comedy|Romance,333,152,13062,Color,USA,3,R,55000000,2003,96,169043,6.3,2.35,3000,1300,1900,58,3100
The Pursuit of Happyness,English,Biography|Drama,623,202,22172,Color,USA,0,PG-13,55000000,2006,117,361471,8,2.35,5300,34000,3300,128,10000
The Equalizer,English,Action|Crime|Thriller,462,300,45383,Color,USA,0,R,55000000,2014,132,249790,7.2,2.35,17000,57000,3200,926,19000
Crimson Tide,English,Action|Drama|Thriller|War,199,83,44479,Color,USA,0,R,53000000,1995,116,85063,7.3,2.35,10000,2900,8000,12000,19000
Maid in Manhattan,English,Comedy|Drama|Romance,243,111,26984,Color,USA,2,PG-13,55000000,2002,105,71575,5.1,2.35,5000,2500,4800,60,8700
Flightplan,English,Drama|Mystery|Thriller,601,231,16997,Color,USA,1,PG-13,55000000,2005,98,132244,6.2,2.35,6400,2800,1700,126,6500
Date Night,English,Comedy|Crime|Romance|Thriller,212,247,67845,Color,USA,2,PG-13,55000000,2010,88,133036,6.3,2.35,11000,7300,8900,206,15000
Disclosure,English,Drama|Thriller,96,56,10098,Color,USA,1,R,55000000,1994,128,38433,6,2.35,2500,1200,2200,284,3400
Paddington,English,Comedy|Family|Fantasy,184,231,9978,Color,UK,0,PG,55000000,2014,95,54805,7.2,2.35,2600,30000,853,18,3600
RV,English,Adventure|Comedy|Family,253,103,71960,Color,UK,0,PG,65000000,2006,99,48130,5.5,2.35,14000,2200,2000,196,49000
City of Angels,English,Drama|Fantasy|Romance,327,110,17751,Color,Germany,1,PG-13,55000000,1998,114,98399,6.7,2.35,2800,8100,707,52,13000
Stargate SG-1,English,Action|Adventure|Drama|Sci-Fi,184,69,7687,Color,USA,4,TV-14,1400000,,44,68509,8.4,1.33,1900,3300,1100,,3300
Kill Bill: Vol. 1,English,Action|Crime|Thriller,2131,356,13990, Black and White,USA,0,R,30000000,2003,111,787495,8.1,2.35,2700,14000,2500,16000,3100
Mr. Popper's Penguins,English,Comedy|Family|Fantasy,110,187,23499,Color,USA,1,PG,55000000,2011,94,71536,6,1.85,3200,14000,2800,72,8900
Bowfinger,English,Comedy,360,140,38368,Color,USA,2,PG-13,55000000,1999,97,58740,6.4,1.37,6600,2000,3600,1100,21000
Kill Bill: Vol. 2,English,Action|Crime|Drama|Thriller,949,305,2548, Black and White,USA,0,R,30000000,2004,137,543439,8,2.35,862,7000,351,16000,904
Tango & Cash,English,Action|Comedy|Crime|Thriller,154,44,23654,Color,USA,1,R,55000000,1989,104,79574,6.3,2.35,3600,3600,3100,99,13000
Shanghai Noon,English,Action|Adventure|Comedy|Western,296,145,16211,Color,USA,2,PG-13,55000000,2000,110,101665,6.6,2.35,3500,1100,2700,9,6700
Death Becomes Her,English,Comedy|Fantasy|Horror,177,54,29267,Color,USA,3,PG-13,55000000,1992,104,83535,6.4,1.85,13000,8300,1600,1400,13000
Executive Decision,English,Action|Adventure|Thriller,148,59,19573,Color,USA,0,R,55000000,1996,133,42579,6.4,2.35,3700,1400,3600,55,4900
Free Birds,English,Adventure|Animation|Comedy|Family,75,120,17148,Color,USA,2,PG,55000000,2013,91,19041,5.9,1.85,3500,5700,2700,39,5100
The Forbidden Kingdom,English,Action|Adventure|Fantasy,282,206,13960,Color,USA,0,PG-13,55000000,2008,104,91105,6.6,2.35,5000,2900,957,51,6700
Alien 3,English,Action|Horror|Sci-Fi,799,235,14857,Color,USA,0,R,50000000,1992,114,224716,6.4,2.35,4000,4100,2000,21000,5200
Muppets Most Wanted,English,Adventure|Comedy|Crime|Family|Musical|Mystery,113,278,9319,Color,USA,4,PG,50000000,2014,107,25865,6.4,1.85,2000,10000,1900,36,3000
The Phantom of the Opera,English,Drama|Musical|Romance|Thriller,2054,152,29160, Black and White,UK,0,PG-13,70000000,2004,143,100664,7.3,2.35,4100,8000,2800,558,18000
Kubo and the Two Strings,English,Adventure|Animation|Family|Fantasy,210,267,38841,Color,USA,0,PG,60000000,2016,101,73314,7.9,2.35,9100,22000,8700,15,12000
Evita,English,Biography|Drama|History|Musical,197,75,8965,Color,USA,1,PG,55000000,1996,135,30131,6.3,2.35,1700,1500,1400,342,5700
Ronin,English,Action|Adventure|Crime|Thriller,575,146,39595,Color,UK,1,R,55000000,1998,122,150684,7.3,2.35,6400,6000,3900,299,22000
The Ghost and the Darkness,English,Adventure|Drama|Horror|Thriller,163,64,9413,Color,Germany,0,R,55000000,1996,110,48267,6.8,2.35,2500,3600,1300,82,3600
Changeling,English,Biography|Drama|Mystery|Thriller,394,263,21729,Color,USA,0,R,55000000,2008,141,206952,7.8,2.35,8800,14000,1000,17000,11000
Burlesque,English,Drama|Music|Musical|Romance,225,196,33981,Color,USA,2,PG-13,55000000,2010,119,64626,6.4,2.35,4800,19000,4200,67,8400
The Watch,English,Action|Comedy|Sci-Fi,211,265,17630,Color,USA,4,R,68000000,2012,102,108178,5.7,2.35,3500,16000,2600,81,3900
The Stalker Club,English,Drama,1,1,719,Color,USA,5,TV-14,1000000,2017,90,48,5.9,1.78,127,2,121,29,177
Stuck on You,English,Comedy,157,123,22178,Color,USA,2,PG-13,55000000,2003,118,45921,5.8,2.35,3700,1500,1800,104,14000
Instinct,English,Drama|Thriller,234,99,19047,Color,USA,0,R,80000000,1999,126,28162,6.5,2.35,3400,2400,2200,230,12000
Crimson Peak,English,Drama|Fantasy|Horror|Mystery|Romance|Thriller,362,430,38267,Color,USA,1,R,55000000,2015,119,97688,6.6,1.85,8600,45000,5400,7300,16000
The Pirates! Band of Misfits,English,Adventure|Animation|Comedy|Family,101,237,29383,Color,UK,0,PG,55000000,2012,88,38299,6.7,2.35,5900,7700,5200,94,6100
Semi-Pro,English,Comedy|Sport,119,163,21316,Color,USA,3,R,55000000,2008,91,69443,5.8,2.35,5100,1400,2300,3,8000
,English,Action|Sci-Fi,533,180,21136,Color,USA,0,PG-13,62000000,2005,93,113175,5.5,2.35,5200,2500,2500,48,9100
The Fan,English,Action|Drama|Sport|Thriller,92,53,33086,Color,USA,0,R,55000000,1996,116,40122,5.8,2.35,3700,1400,2400,12000,22000
Chain Reaction,English,Action|Drama|Sci-Fi|Thriller,95,47,38891,Color,USA,1,PG-13,50000000,1996,107,42002,5.6,1.85,11000,1000,5300,103,19000
Elizabeth: The Golden Age,English,Biography|Drama|History|War,215,201,35160,Color,UK,1,PG-13,55000000,2007,114,57227,6.9,1.85,7200,2600,6200,162,13000
Gods and Generals,English,Drama|History|War,498,83,1706,Color,USA,0,PG-13,56000000,2003,219,13602,6.3,2.35,647,1000,68,34,811
Imagine That,English,Comedy|Drama|Family|Fantasy,40,93,14749,Color,USA,2,PG,55000000,2009,107,11013,5.6,2.35,3600,691,1600,11,4500
Turbulence,English,Action|Thriller,86,45,8578,Color,USA,0,R,71000000,1997,100,9339,4.8,2.35,1700,381,1000,0,2800
Bullet to the Head,English,Action|Thriller,132,283,35752,Color,USA,3,R,55000000,2012,92,41019,5.7,1.85,12000,10000,3400,417,13000
All the King's Men,English,Drama|Thriller,180,129,56883, Black and White,Germany,0,PG-13,55000000,2006,128,21359,6.2,1.85,12000,1400,8000,244,14000
Un long dimanche de fian,French,Documentary,,,10926,Color,France,,,,2004,26,48,7.4,1.78,1300,0,230,0,9200
Thunderbirds Are Go,English,Action|Adventure|Animation|Family|Sci-Fi,40,2,10149,Color,UK,6,TV-G,,,22,1070,6.9,16,4400,1900,569,,4600
Lucky You,English,Drama|Romance|Sport,63,101,35170,Color,USA,1,PG-13,55000000,2007,124,18709,5.9,2.35,4400,711,4300,277,21000
Eye See You,English,Crime|Horror|Mystery|Thriller,144,67,22608,Color,USA,1,R,55000000,2002,96,20475,5.3,2.35,1900,491,1900,13,13000
Lolita,English,Drama|Romance,216,74,5828,Color,USA,0,R,62000000,1997,137,40111,6.9,1.85,948,3300,637,237,3400
Superman II,English,Action|Adventure|Sci-Fi,276,121,9217,Color,UK,4,PG,54000000,1980,127,81006,6.8,2.35,1900,2300,1300,60,2700
"You, Me and Dupree",English,Comedy|Romance,195,136,17774,Color,USA,1,PG-13,54000000,2006,110,70597,5.6,1.85,3500,1200,2700,98,5100
Blade II,English,Action|Horror|Sci-Fi|Thriller,564,226,31368,Color,USA,1,R,54000000,2002,117,167775,6.7,1.85,5800,2600,3500,7300,12000
Seven Pounds,English,Drama|Romance,612,201,25369,Color,USA,1,PG-13,55000000,2008,123,245345,7.7,2.35,5100,28000,3200,128,10000
The Godfather: Part III,English,Crime|Drama,553,109,29352,Color,USA,1,R,54000000,1990,162,288241,7.6,1.85,5500,5900,2300,3700,15000
Elizabethtown,English,Comedy|Drama|Romance,496,190,22403,Color,USA,2,PG-13,57000000,2005,123,60401,6.4,1.85,4300,3400,4100,499,5000
Gigli,English,Comedy|Crime|Romance,423,130,19705,Color,USA,0,R,54000000,2003,121,42565,2.4,2.35,6700,2100,3600,105,6800
Shaft,English,Action|Crime|Thriller,305,162,39413,Color,Germany,1,R,46000000,2000,99,60567,5.9,2.35,7500,1400,3300,320,23000
Law Abiding Citizen,English,Crime|Drama|Thriller,436,214,32401,Color,USA,0,R,50000000,2009,109,228508,7.4,2.35,4100,21000,2900,497,18000
The Dukes of Hazzard,English,Action|Comedy,64,13,5701,Color,USA,4,PG,,,60,7299,7.1,1.33,1600,1600,484,,2300
Anastasia,English,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,194,80,27615,Color,USA,1,G,50000000,1997,94,92271,7.1,2.35,5600,5400,4100,395,8700
Moulin Rouge!,English,Drama|Musical|Romance,2330,214,18141, Black and White,Australia,0,PG-13,50000000,2001,127,233590,7.6,2.35,5600,10000,2200,1000,6400
Domestic Disturbance,English,Crime|Mystery|Thriller,193,98,20611,Color,USA,1,PG-13,75000000,2001,89,21917,5.5,2.35,4600,391,2600,17,12000
Flags of our Fathers,English,Drama|History|War,418,278,41236,Color,USA,0,R,90000000,2006,135,104918,7.1,2.35,3200,2800,2600,17000,23000
Grindhouse,English,Action|Horror|Thriller,533,254,35722,Color,USA,0,R,53000000,2007,191,160440,7.6,2.35,6500,3600,3600,2600,16000
Beloved,English,Drama|History|Horror,208,79,6765,Color,USA,1,R,80000000,1998,172,6281,5.9,1.85,1700,884,921,1200,2500
Zero Dark Thirty,English,Drama|History|Thriller,654,564,13184,Color,USA,0,R,40000000,2012,157,226854,7.4,1.85,3500,40000,1500,1500,5400
Black Mass,English,Biography|Crime|Drama,309,406,82251,Color,USA,7,R,53000000,2015,123,135916,6.9,2.35,19000,45000,7200,111,40000
Catch Me If You Can,English,Biography|Crime|Drama,681,198,67598,Color,USA,0,PG-13,52000000,2002,141,587999,8.1,1.85,15000,15000,9800,14000,29000
Mamma Mia!,English,Comedy|Family|Musical|Romance,619,236,45815,Color,USA,1,PG-13,52000000,2008,108,153636,6.4,2.35,13000,11000,9900,58,14000
The Break-Up,English,Comedy|Drama|Romance,490,185,29764,Color,USA,2,PG-13,52000000,2006,106,106502,5.8,1.85,4900,2300,4100,238,6600
Casino,English,Crime|Drama,545,134,32469,Color,France,2,R,52000000,1995,178,358401,8.2,2.35,2800,12000,2300,17000,22000
The Change-Up,English,Comedy|Fantasy,149,215,35396,Color,USA,2,R,52000000,2011,112,141982,6.3,2.35,10000,13000,3700,71,16000
The Thin Red Line,English,Drama|War,1458,161,54504,Color,USA,0,R,52000000,1998,170,145743,7.6,2.35,6700,7100,5600,2000,9500
Valentine's Day,English,Comedy|Romance,213,185,70098,Color,USA,12,PG-13,52000000,2010,125,99354,5.7,1.85,12000,9100,11000,3000,14000
Man on the Moon,English,Biography|Comedy|Drama,553,141,11715,Color,UK,1,R,82000000,1999,118,104244,7.4,2.35,2600,4600,134,907,8900
From Paris with Love,English,Action|Crime|Thriller,214,205,14792,Color,France,1,R,52000000,2010,92,101001,6.5,2.35,4600,9000,213,183,9700
Bulletproof Monk,English,Action|Comedy|Fantasy|Romance,180,128,7021,Color,USA,3,PG-13,52000000,2003,104,43386,5.5,2.35,1500,868,969,13,3000
"Me, Myself & Irene",English,Comedy,483,155,17952,Color,USA,1,R,51000000,2000,116,193484,6.5,1.85,2500,3600,2200,104,8900
Barnyard,English,Animation|Comedy|Family,156,99,18298,Color,Germany,1,PG,51000000,2006,90,22285,5.6,1.85,2500,637,2200,179,6200
Deck the Halls,English,Comedy|Family,113,70,9416,Color,USA,0,PG,,2006,93,17179,4.9,1.85,2000,1200,1200,13,2600
The Adjustment Bureau,English,Romance|Sci-Fi|Thriller,413,413,21393,Color,USA,2,PG-13,50200000,2011,106,208774,7.1,1.85,5700,37000,1000,53,14000
The Twilight Saga: New Moon,English,Adventure|Drama|Fantasy|Romance,922,297,89090,Color,USA,2,PG-13,50000000,2009,130,229268,4.6,2.35,17000,13000,12000,130,21000
Ted,English,Comedy|Fantasy,625,456,40777,Color,USA,1,R,50000000,2012,106,495058,7,1.85,8900,74000,3600,3000,15000
22 Jump Street,English,Action|Comedy|Crime,324,338,30011,Color,USA,2,R,50000000,2014,112,280533,7.1,2.35,3900,24000,2600,104,17000
Shrek,English,Adventure|Animation|Comedy|Family|Fantasy,951,214,18097,Color,USA,1,PG,60000000,2001,90,495760,7.9,1.85,3600,4100,3300,83,4900
Robin Hood: Prince of Thieves,English,Action|Adventure|Drama|Romance,328,67,44954,Color,USA,0,PG-13,48000000,1991,143,151744,6.9,1.85,11000,5800,4300,65,25000
Jerry Maguire,English,Comedy|Drama|Romance|Sport,326,108,22829,Color,USA,0,R,50000000,1996,139,199779,7.3,1.85,2500,6500,2300,499,11000
Daddy's Home,English,Comedy|Family,148,155,22716,Color,USA,2,PG-13,50000000,2015,96,68466,6.1,1.85,8000,14000,2000,52,8900
As Good as It Gets,English,Comedy|Drama|Romance,482,156,16710,Color,USA,0,PG-13,50000000,1997,139,234386,7.7,1.85,2200,12000,1600,305,8500
Patch Adams,English,Biography|Comedy|Drama|Romance,378,57,74570,Color,USA,0,PG-13,90000000,1998,115,85068,6.7,2.35,22000,8500,878,304,49000
Into the Woods,English,Adventure|Comedy|Drama|Fantasy|Musical,804,330,74062,Color,USA,1,PG,50000000,2014,125,109896,6,2.39,13000,91000,10000,280,40000
Central Intelligence,English,Action|Comedy|Crime,165,226,28170,Color,USA,2,PG-13,50000000,2016,107,97657,6.3,2.35,6000,15000,3700,47,13000
Anchorman 2: The Legend Continues,English,Comedy,350,274,46950,Color,USA,2,PG-13,50000000,2013,119,139260,6.3,2.35,8000,41000,7000,295,11000
